id_fakta,id_waktu,id_kecamatan,id_tanah,id_komoditas,id_pupuk,Temperature,Humidity,Moisture,Nitrogen,Potassium,Phosphorus
4047,834,2,3,8,3,26.83,56.77,54.59,24,1,15
4048,333,1,1,3,7,34.03,53.39,46.23,11,10,18
4049,557,1,4,9,3,34.11,57.79,43.23,26,1,23
4050,335,1,3,5,5,23.16,58.93,47.74,1,13,12
4051,532,4,3,8,7,22.4,57.86,63.99,10,0,8
4052,221,2,4,10,2,25.11,62.03,42.44,33,2,1
4053,635,4,2,4,7,30.54,67.81,51.69,34,0,0
4054,323,1,5,8,2,40.0,77.33,57.68,35,0,0
4055,3,1,5,3,1,29.77,67.26,46.16,20,0,18
4056,206,1,1,7,7,28.57,63.78,31.25,17,0,39
4057,40,3,1,4,6,40.0,78.33,45.34,36,0,0
4058,59,2,5,3,6,28.38,52.69,45.92,9,5,30
4059,951,3,1,4,1,25.14,49.84,20.0,15,16,10
4060,574,4,2,6,4,32.76,59.14,55.84,11,16,8
4061,644,3,2,3,2,28.16,54.87,44.86,10,4,4
4062,843,2,2,7,5,32.63,54.58,41.18,38,0,3
4063,1145,3,5,6,2,28.25,53.46,37.81,12,0,36
4064,619,1,5,4,3,27.1,58.81,28.94,9,1,16
4065,96,4,1,4,3,31.7,56.91,48.75,19,0,18
4066,1258,4,4,11,1,33.32,59.59,41.45,7,14,16
4067,898,1,4,6,7,29.16,54.43,24.67,42,0,0
4068,1085,1,5,2,1,33.63,64.13,34.63,13,1,9
4069,561,1,2,6,6,33.46,62.58,24.01,1,14,17
4070,905,2,2,1,5,29.49,61.99,38.54,10,1,37
4071,348,3,3,4,6,37.73,78.44,43.81,5,6,23
4072,671,4,4,11,1,32.28,57.19,36.23,10,0,43
4073,1147,3,4,1,3,32.34,69.02,43.22,10,2,10
4074,317,1,5,1,3,30.69,61.53,44.72,12,10,8
4075,719,1,4,10,4,28.05,59.27,27.07,7,3,13
4076,1072,3,2,8,5,36.17,61.99,40.86,8,0,41
4077,1159,4,4,6,4,26.77,64.03,57.33,9,5,27
4078,1224,2,3,2,1,33.21,59.82,45.42,20,0,17
4079,250,3,3,11,1,30.82,55.95,70.0,40,0,1
4080,314,1,1,3,5,34.65,70.51,57.0,40,0,3
4081,807,1,4,4,3,30.43,70.25,53.78,11,9,18
4082,485,2,1,9,6,22.87,45.11,21.74,13,13,13
4083,1234,3,1,7,7,22.79,48.84,56.1,6,0,12
4084,44,2,4,4,3,26.32,63.21,69.24,14,0,37
4085,571,2,5,4,3,31.25,69.0,50.68,13,9,35
4086,583,4,3,5,3,31.95,57.54,27.63,8,15,20
4087,1115,4,3,4,6,27.03,63.0,44.8,8,17,18
4088,895,1,4,3,1,39.45,77.38,41.31,8,1,42
4089,220,3,1,3,7,27.13,53.92,67.62,9,7,25
4090,925,4,2,1,2,31.83,61.48,51.62,9,0,32
4091,401,1,5,5,3,21.37,57.03,60.02,6,0,9
4092,727,3,4,5,3,28.78,45.41,33.28,12,3,29
4093,991,1,3,4,6,33.44,67.72,40.98,13,6,33
4094,899,4,3,10,7,33.14,57.63,47.22,14,0,12
4095,858,1,4,8,1,29.37,74.97,35.82,21,0,24
4096,804,3,3,11,1,28.65,63.42,42.26,21,1,17
4097,490,3,5,5,2,28.31,57.46,30.33,37,0,4
4098,938,1,5,2,2,37.01,59.22,39.3,11,0,37
4099,844,3,1,3,3,24.68,49.73,57.68,36,0,0
4100,267,1,3,3,7,23.48,47.26,34.88,18,0,21
4101,54,3,3,6,3,34.27,69.31,41.01,38,0,0
4102,528,1,1,1,3,24.87,66.48,38.24,13,17,16
4103,616,1,3,10,3,31.6,46.43,60.07,35,0,0
4104,1083,1,5,5,5,33.9,64.42,47.41,23,0,13
4105,1064,2,3,11,4,29.68,61.79,25.12,40,3,0
4106,1260,3,2,6,7,36.07,67.14,27.42,35,1,0
4107,955,4,5,3,6,30.88,47.99,36.9,44,0,3
4108,386,1,2,7,1,23.28,50.87,49.11,20,0,21
4109,734,2,2,9,3,25.46,51.66,35.48,23,4,14
4110,716,4,5,3,1,31.97,56.88,44.52,7,9,27
4111,650,1,3,8,5,33.65,54.44,47.34,20,0,20
4112,300,4,2,11,5,29.41,52.2,37.85,42,0,0
4113,395,2,3,11,6,33.14,53.67,35.54,11,0,40
4114,1230,4,3,4,1,34.04,51.83,35.12,7,12,25
4115,593,1,5,3,6,29.59,69.84,47.02,45,4,2
4116,514,4,2,5,1,21.86,61.37,27.44,9,17,15
4117,1201,4,5,8,1,25.15,53.19,39.29,7,10,23
4118,396,1,1,10,2,28.5,65.02,37.98,18,0,38
4119,371,2,1,2,5,25.95,54.58,31.28,8,0,13
4120,858,2,3,3,4,28.8,55.76,35.61,9,0,35
4121,791,4,3,7,3,28.73,63.67,33.14,10,0,13
4122,658,3,4,4,6,28.11,45.22,66.38,14,3,19
4123,736,4,3,7,3,24.63,51.74,20.0,10,14,25
4124,384,3,3,1,6,24.23,60.39,25.34,38,0,1
4125,62,4,5,8,7,35.44,59.69,21.57,8,0,36
4126,505,2,2,6,5,32.54,55.61,56.88,10,0,33
4127,239,4,1,2,1,29.74,50.15,30.71,24,2,25
4128,195,4,2,10,1,32.17,47.61,35.09,44,0,0
4129,678,3,1,11,3,31.94,53.5,34.06,6,1,14
4130,1245,2,1,11,7,32.9,54.1,49.07,10,0,4
4131,61,3,2,8,6,30.2,44.61,36.62,21,0,22
4132,1152,4,4,10,6,28.07,71.72,34.22,43,0,0
4133,990,1,5,6,5,33.42,53.47,50.87,7,2,36
4134,685,4,1,3,1,38.9,76.36,23.34,8,3,38
4135,156,4,2,6,1,28.68,59.59,30.67,17,12,14
4136,923,3,3,4,2,30.71,61.75,42.85,23,3,23
4137,868,1,2,2,3,29.26,46.67,40.59,11,1,36
4138,903,1,5,5,3,33.76,64.28,62.87,7,0,39
4139,999,3,2,9,3,27.86,67.32,40.15,5,0,9
4140,975,2,1,7,5,28.44,56.96,55.12,10,0,6
4141,1230,1,1,1,4,29.24,46.88,44.55,15,4,34
4142,388,1,2,9,1,33.89,67.27,44.73,21,0,13
4143,887,3,4,6,5,29.21,48.17,26.09,15,11,13
4144,838,2,1,5,2,33.05,61.26,28.59,20,0,22
4145,340,2,4,7,2,27.83,50.75,31.94,15,0,44
4146,204,4,1,4,1,25.88,42.06,48.59,15,4,31
4147,161,4,2,5,6,37.68,64.53,62.03,17,0,36
4148,392,3,5,4,1,35.76,52.2,41.09,36,0,2
4149,769,2,5,10,4,30.46,58.56,39.96,38,1,4
4150,575,3,1,10,7,34.07,61.18,26.06,7,4,33
4151,534,4,5,4,1,34.33,54.12,42.26,26,0,18
4152,1093,3,2,5,2,22.92,51.28,23.58,36,0,0
4153,893,3,4,10,2,35.58,65.91,30.27,11,0,12
4154,405,1,4,1,6,31.27,50.14,42.65,42,2,2
4155,608,1,1,10,4,26.24,60.66,48.23,27,2,17
4156,828,1,1,2,6,33.36,49.37,28.54,16,0,36
4157,1143,4,4,7,7,27.0,58.9,67.14,10,0,10
4158,690,3,4,6,5,34.61,56.25,58.99,41,0,0
4159,902,1,3,8,7,25.43,50.03,57.43,5,11,30
4160,1240,1,5,2,6,28.68,68.2,43.9,21,0,28
4161,56,1,2,5,6,21.33,53.57,55.5,7,13,19
4162,366,4,4,11,7,37.75,58.35,37.82,33,0,0
4163,455,4,1,9,5,35.21,73.16,48.0,8,4,13
4164,104,3,3,1,4,29.75,56.27,31.85,6,11,28
4165,77,3,2,4,1,23.77,54.99,41.64,25,0,14
4166,230,3,1,4,7,34.64,54.07,50.89,21,0,27
4167,331,1,2,5,4,31.77,48.2,49.79,22,1,20
4168,1205,2,1,8,2,22.76,49.09,32.91,1,22,19
4169,893,4,2,7,7,32.98,66.5,41.35,26,0,24
4170,688,1,3,5,4,26.24,54.1,38.98,12,0,11
4171,27,1,5,10,5,31.48,62.77,52.55,18,4,16
4172,299,3,3,2,7,30.87,68.3,42.11,12,13,16
4173,957,3,5,6,5,33.65,56.18,56.49,8,10,15
4174,799,1,1,5,6,24.49,60.36,22.61,9,15,19
4175,1114,4,2,8,6,27.9,57.2,31.87,15,0,34
4176,480,4,3,4,4,25.3,58.41,32.96,42,4,0
4177,573,1,2,8,6,33.84,59.65,46.92,18,0,19
4178,458,2,5,6,6,33.61,64.0,22.98,8,11,29
4179,365,2,2,5,2,32.61,72.07,32.62,13,3,37
4180,859,4,2,7,7,26.98,44.04,66.35,9,0,14
4181,351,3,5,7,5,26.08,46.32,70.0,43,0,4
4182,253,2,1,7,5,23.46,44.89,36.24,15,4,38
4183,781,2,3,10,4,22.68,55.72,37.57,11,3,17
4184,803,3,3,11,4,32.61,54.03,34.38,3,19,21
4185,1012,2,4,1,7,22.73,57.96,38.9,20,4,24
4186,459,1,5,10,3,33.53,69.87,62.59,13,0,37
4187,917,2,5,8,2,29.59,61.69,42.35,25,1,20
4188,499,3,2,1,2,35.43,75.29,47.09,11,8,32
4189,950,1,2,8,6,28.02,58.94,45.14,8,0,33
4190,508,2,2,6,6,28.71,50.83,38.48,41,0,0
4191,501,4,5,9,3,28.69,57.93,30.03,32,1,2
4192,803,1,3,11,4,31.97,74.57,25.98,11,0,10
4193,598,1,1,4,2,38.94,72.08,57.52,14,18,13
4194,166,4,1,11,3,27.52,45.64,50.85,24,3,19
4195,462,4,2,10,4,27.02,50.44,41.89,7,17,12
4196,920,2,5,8,6,35.55,67.27,37.82,9,0,41
4197,114,2,4,4,1,34.18,74.74,50.05,38,2,0
4198,992,3,5,5,3,36.35,71.25,37.03,21,1,20
4199,207,3,3,5,3,29.98,53.76,60.3,9,0,38
4200,1258,1,2,3,1,22.47,54.03,32.7,35,2,0
4201,515,4,1,7,5,29.13,67.3,34.87,17,0,37
4202,1231,4,5,4,1,30.91,69.94,41.75,17,0,11
4203,709,3,2,4,3,28.89,56.51,48.61,18,4,28
4204,1148,1,1,9,5,28.99,60.36,45.61,16,0,40
4205,138,1,1,8,2,27.53,56.83,40.73,44,0,0
4206,339,3,4,1,4,38.55,59.74,67.6,13,3,37
4207,537,3,2,8,1,33.73,65.97,52.77,10,22,19
4208,68,3,5,7,1,28.95,61.0,49.42,5,5,24
4209,383,2,3,8,4,29.44,60.05,37.08,32,2,0
4210,19,1,1,10,2,37.91,78.37,47.5,37,4,2
4211,683,1,5,5,7,22.06,53.64,62.43,38,0,2
4212,74,1,4,4,2,29.9,50.37,36.94,10,17,21
4213,573,3,3,2,2,29.48,65.8,57.41,1,5,27
4214,939,3,5,11,6,40.0,69.31,59.57,40,0,4
4215,1072,3,3,10,5,25.82,56.18,61.74,7,2,8
4216,211,3,4,8,4,28.24,40.02,40.05,1,17,15
4217,855,4,5,3,6,32.76,51.56,45.73,31,2,0
4218,651,3,4,10,3,36.77,64.73,55.77,8,3,28
4219,994,2,3,3,2,20.58,55.92,31.05,21,0,18
4220,695,4,4,7,6,21.55,53.17,35.77,22,1,18
4221,540,4,3,8,6,31.85,64.85,57.26,35,0,2
4222,1214,3,2,7,3,27.38,50.41,31.84,16,0,36
4223,901,1,3,5,6,24.4,57.91,27.16,12,10,31
4224,780,3,2,9,4,32.6,54.47,50.6,3,17,13
4225,1136,1,3,3,2,30.3,52.93,55.68,10,16,12
4226,170,3,2,11,3,36.87,57.57,45.09,4,9,33
4227,1038,3,4,11,5,34.86,62.76,36.35,2,21,13
4228,288,1,3,1,2,35.65,71.86,53.99,44,0,0
4229,189,1,2,4,5,30.31,50.43,35.53,25,0,22
4230,914,1,4,11,2,25.23,48.47,57.13,9,0,6
4231,1178,1,3,5,4,26.81,65.88,59.33,10,0,5
4232,694,2,3,9,4,38.19,61.79,70.0,2,7,27
4233,888,1,5,5,1,33.87,62.52,61.81,6,9,36
4234,471,3,2,9,5,28.87,57.72,46.25,5,8,33
4235,1098,3,3,2,3,37.83,59.3,43.69,13,11,12
4236,277,2,5,6,7,29.8,59.07,54.15,9,0,42
4237,940,1,3,8,5,32.93,59.84,31.68,12,0,34
4238,571,3,5,4,2,26.86,48.06,41.76,37,0,0
4239,857,2,4,3,5,35.24,56.8,37.98,17,3,35
4240,1001,3,3,1,2,35.85,63.92,50.71,17,13,16
4241,1205,2,2,3,4,29.78,70.86,33.51,12,0,9
4242,458,2,2,4,3,21.61,58.34,25.13,17,18,10
4243,918,4,4,6,7,27.69,65.61,48.22,8,12,13
4244,833,4,5,3,3,24.76,43.52,35.03,34,1,4
4245,1087,1,5,10,2,30.93,47.92,53.87,8,3,33
4246,839,4,2,8,4,29.99,54.05,36.41,16,0,13
4247,193,2,5,6,6,28.32,51.25,38.83,10,0,17
4248,616,3,1,3,3,32.3,57.5,28.11,4,8,30
4249,406,3,3,4,6,28.84,56.24,54.54,39,4,3
4250,943,1,2,1,4,34.15,64.07,42.61,17,4,22
4251,721,4,4,7,2,34.1,59.07,37.26,21,0,26
4252,93,1,4,4,4,29.23,57.13,41.46,42,3,1
4253,430,2,3,3,1,32.1,61.91,33.02,11,5,25
4254,654,4,4,8,1,29.11,56.7,40.85,39,0,0
4255,434,1,1,11,6,30.83,43.14,58.64,15,0,11
4256,1135,3,1,11,5,29.28,64.36,38.44,21,0,19
4257,375,3,5,10,6,25.66,68.77,42.77,8,1,6
4258,1083,1,3,11,3,29.51,61.2,48.69,40,0,0
4259,1067,1,1,6,6,29.72,51.46,39.97,16,6,11
4260,207,1,3,4,7,33.16,68.18,27.27,35,3,0
4261,780,2,5,3,6,38.57,69.47,35.76,16,0,37
4262,1141,2,5,10,5,30.4,58.65,58.25,9,3,36
4263,532,3,2,4,4,34.75,70.91,33.64,14,0,35
4264,1245,2,5,7,5,25.52,57.37,36.07,15,15,20
4265,166,2,3,11,6,27.58,60.64,42.28,14,2,12
4266,643,4,4,9,2,33.06,73.54,63.25,3,13,31
4267,1179,2,2,5,6,30.98,60.43,34.78,35,3,0
4268,1207,4,3,9,3,38.1,74.1,66.48,33,0,3
4269,90,2,2,2,1,28.06,60.94,51.32,12,0,5
4270,1117,3,4,9,1,25.92,63.87,37.41,10,0,14
4271,13,1,3,10,7,28.82,48.22,36.64,34,3,0
4272,973,3,3,6,7,37.06,75.75,28.48,12,0,34
4273,805,2,2,8,7,32.73,68.98,46.02,25,0,27
4274,945,1,3,9,2,29.23,61.98,39.5,8,16,18
4275,742,1,2,8,4,31.37,64.37,50.13,24,0,21
4276,876,1,5,11,6,34.0,59.81,36.57,18,3,24
4277,1173,4,1,11,7,31.81,58.06,49.03,12,10,11
4278,660,3,5,8,4,22.25,58.5,48.46,19,0,14
4279,1032,4,2,4,4,31.1,60.2,37.11,10,4,6
4280,1053,1,5,8,7,35.42,57.14,39.62,20,0,21
4281,296,3,1,1,4,26.7,56.64,48.14,31,0,0
4282,986,3,4,1,5,32.35,63.16,38.72,14,2,42
4283,926,2,1,8,6,24.07,56.17,37.66,38,0,0
4284,640,4,5,1,1,36.03,64.38,52.82,41,1,3
4285,340,4,2,3,5,33.45,73.71,34.17,27,0,25
4286,628,2,1,10,6,34.69,66.52,43.91,13,17,14
4287,439,4,1,3,5,26.83,55.99,70.0,15,1,31
4288,1167,1,4,9,7,37.23,57.81,35.92,38,1,3
4289,942,1,3,3,3,37.91,67.79,65.15,14,2,42
4290,830,4,5,6,4,32.7,52.68,51.6,13,0,33
4291,519,2,1,8,4,30.57,51.83,41.43,39,0,0
4292,976,3,1,6,5,27.81,50.2,35.57,20,0,18
4293,1069,4,5,10,7,28.53,48.81,31.53,13,7,13
4294,955,3,5,10,2,32.33,66.18,32.51,45,1,0
4295,952,2,1,5,3,34.3,69.48,20.0,10,5,25
4296,944,3,3,10,6,26.61,57.1,26.11,10,0,43
4297,155,2,5,9,4,30.74,57.16,66.9,38,0,3
4298,1204,2,1,7,4,24.54,66.05,39.14,15,0,34
4299,1238,1,5,5,3,34.76,60.13,44.36,15,4,42
4300,88,1,3,9,5,25.47,55.49,58.13,13,11,28
4301,1096,2,5,3,2,27.35,62.5,42.01,12,4,12
4302,931,4,2,4,2,28.11,55.71,25.36,38,3,0
4303,179,1,5,3,6,33.96,48.63,35.77,21,0,26
4304,212,2,3,8,6,36.51,58.06,51.75,14,0,40
4305,1257,3,3,5,6,33.0,54.95,39.38,4,0,16
4306,465,3,3,10,1,24.16,49.21,39.12,44,2,0
4307,1246,4,2,5,7,32.06,61.93,57.19,15,0,13
4308,631,3,1,7,2,31.63,59.15,26.89,38,1,2
4309,825,3,3,3,7,35.34,74.07,53.44,3,6,33
4310,1230,2,3,2,4,29.35,50.79,33.69,38,0,0
4311,607,3,5,5,3,33.25,55.48,47.7,19,0,16
4312,885,3,4,2,7,30.75,58.05,65.23,14,0,36
4313,366,3,4,5,3,30.72,66.14,20.0,2,19,21
4314,276,3,2,4,6,22.18,48.97,24.49,9,0,42
4315,380,2,5,6,7,33.14,62.56,26.19,9,12,29
4316,945,3,5,1,1,21.2,48.29,57.03,34,2,0
4317,1087,4,4,6,2,28.41,58.76,58.06,10,12,11
4318,810,1,1,2,1,22.68,56.76,68.02,8,0,11
4319,925,4,4,10,5,37.59,56.26,44.68,42,2,4
4320,494,1,5,9,7,30.81,47.67,38.48,5,19,24
4321,1121,4,1,8,2,31.48,59.28,37.95,23,1,25
4322,1094,1,4,9,1,29.47,59.62,31.33,41,1,2
4323,364,1,1,7,7,28.52,63.14,37.44,33,2,0
4324,570,1,2,5,7,37.46,62.66,42.24,34,0,0
4325,763,1,3,4,4,24.64,58.38,63.27,38,0,0
4326,276,2,4,5,3,40.0,77.27,38.47,15,0,40
4327,50,4,1,11,6,22.31,49.61,31.26,17,0,17
4328,728,1,3,9,3,29.54,59.13,40.66,41,0,0
4329,906,4,1,1,6,35.59,59.08,70.0,6,10,13
4330,928,3,5,8,6,33.9,62.16,47.51,6,14,17
4331,564,1,1,10,5,34.54,58.84,53.98,10,19,13
4332,783,4,3,9,5,33.48,58.65,32.9,7,3,39
4333,485,2,3,6,4,34.99,75.44,53.77,19,0,42
4334,1107,4,4,3,5,40.0,66.7,69.57,14,4,40
4335,584,1,3,2,2,26.37,52.2,36.71,17,4,44
4336,236,3,3,3,2,30.89,58.66,49.31,15,0,8
4337,56,4,4,3,4,28.31,43.74,42.46,8,0,35
4338,360,3,1,9,2,24.14,51.65,39.68,7,4,27
4339,110,2,3,5,1,24.67,47.76,26.37,35,1,2
4340,192,4,1,8,4,23.6,55.67,40.76,16,2,21
4341,904,4,3,5,3,27.74,65.66,67.85,13,0,36
4342,1116,2,5,9,7,27.83,41.06,29.89,15,16,7
4343,862,2,1,6,5,28.66,64.42,38.34,13,15,11
4344,568,2,4,9,4,27.57,47.43,38.87,21,0,19
4345,1084,1,1,5,6,32.25,51.79,35.69,14,0,10
4346,650,1,2,3,5,33.02,48.8,52.02,22,0,15
4347,39,4,1,4,6,30.68,54.7,40.85,19,0,13
4348,1073,4,4,11,4,30.56,60.51,28.79,16,1,40
4349,637,4,5,2,2,25.84,60.68,34.82,7,12,27
4350,1037,3,2,6,2,34.57,55.7,53.44,43,0,0
4351,36,2,4,2,1,26.71,55.16,44.94,24,0,22
4352,101,4,1,6,5,22.88,46.03,22.86,11,0,13
4353,1109,2,1,6,1,33.69,55.35,60.53,12,7,36
4354,1246,1,4,11,5,29.22,49.26,33.55,35,0,0
4355,166,2,3,4,3,32.64,67.85,32.04,5,7,27
4356,383,3,1,10,1,25.17,47.0,37.3,6,22,13
4357,790,3,1,6,7,30.7,57.61,50.29,16,0,7
4358,31,2,2,1,1,29.75,58.55,65.87,18,1,40
4359,11,3,4,3,4,27.58,64.9,58.56,11,14,10
4360,96,3,5,5,4,30.12,64.91,33.26,35,0,4
4361,1213,1,5,5,3,28.43,63.69,37.41,1,21,19
4362,453,4,3,7,4,26.62,61.65,36.08,31,0,0
4363,192,3,2,5,4,33.94,57.36,51.49,10,2,41
4364,486,4,1,5,3,33.34,65.67,58.35,12,3,37
4365,1151,2,1,2,5,31.03,54.07,57.8,6,0,16
4366,238,2,2,8,7,32.8,73.72,52.98,2,6,25
4367,1135,3,4,7,4,33.37,65.55,45.17,13,0,36
4368,1168,2,4,6,7,26.13,55.73,53.35,13,0,5
4369,1088,1,4,1,7,29.21,57.9,34.9,10,14,24
4370,735,3,1,4,3,33.39,63.67,59.26,11,16,15
4371,991,3,1,5,6,30.47,61.98,21.87,42,0,1
4372,825,3,1,1,3,24.6,59.94,58.54,12,0,12
4373,106,2,5,1,6,32.18,53.01,45.88,1,18,14
4374,181,2,5,9,1,26.48,61.28,57.82,9,3,16
4375,184,3,5,8,1,33.16,63.11,53.91,23,0,28
4376,226,4,4,5,4,37.39,69.61,67.14,38,0,2
4377,777,2,5,9,7,38.64,74.69,33.53,14,3,16
4378,790,2,3,8,3,22.93,59.18,36.33,11,0,38
4379,1112,3,4,7,4,31.44,62.56,39.08,45,0,0
4380,688,4,2,10,6,25.6,66.44,64.99,9,6,29
4381,530,3,3,7,2,33.19,59.66,56.19,6,12,14
4382,972,2,2,9,7,27.12,47.82,58.64,38,0,0
4383,936,3,2,2,2,28.19,51.2,44.38,24,0,16
4384,106,3,4,2,6,31.97,58.34,59.73,6,11,32
4385,831,3,1,2,6,34.13,65.02,35.68,41,0,3
4386,679,4,5,4,7,26.4,65.58,44.9,27,0,20
4387,849,3,4,2,4,37.03,63.45,39.53,39,3,0
4388,1056,2,4,8,2,21.34,54.69,39.42,20,2,26
4389,393,3,4,5,6,30.34,57.74,34.86,16,0,42
4390,40,4,1,4,2,27.05,53.84,37.54,23,0,24
4391,660,1,3,3,5,28.09,53.58,27.41,13,6,14
4392,1241,4,1,11,2,36.19,70.05,26.41,19,3,24
4393,981,3,1,1,2,27.86,44.14,58.37,13,0,16
4394,1105,1,3,6,3,26.41,56.89,37.25,31,0,2
4395,845,3,1,9,1,28.03,42.81,70.0,5,0,14
4396,201,4,2,7,2,29.21,57.22,49.29,17,13,14
4397,447,1,1,9,2,37.56,66.53,37.17,15,0,39
4398,1062,1,2,10,5,35.57,69.22,38.56,26,0,17
4399,1234,3,4,2,2,34.43,59.77,62.97,17,2,42
4400,444,3,3,1,2,31.27,43.49,37.61,35,0,3
4401,761,4,4,1,3,25.82,61.11,39.24,6,20,16
4402,227,3,4,5,6,26.5,45.75,61.25,36,0,0
4403,48,1,3,9,1,34.03,60.39,43.18,10,0,6
4404,1042,2,4,5,6,28.01,50.4,61.19,6,2,11
4405,912,2,2,6,3,28.67,55.39,64.88,14,3,35
4406,187,4,4,2,3,30.47,67.64,60.18,39,0,0
4407,345,3,1,2,6,29.93,66.3,55.91,8,9,11
4408,224,4,3,1,3,30.69,60.36,64.89,7,9,32
4409,830,2,3,10,7,30.92,49.97,58.06,13,0,37
4410,488,2,5,8,6,28.21,57.45,20.0,18,13,13
4411,877,3,4,7,4,27.18,64.47,30.84,15,17,18
4412,849,1,5,4,4,21.63,57.62,34.24,11,15,11
4413,1252,3,2,5,6,30.78,61.89,28.42,12,3,36
4414,979,2,2,7,3,27.05,50.42,42.32,10,4,11
4415,1017,1,4,11,3,31.18,47.51,35.51,13,12,25
4416,188,4,3,2,6,31.88,56.55,43.06,9,0,12
4417,270,2,2,1,2,31.35,62.93,34.02,17,2,28
4418,310,4,4,11,6,30.99,59.97,63.35,13,0,14
4419,1155,1,3,10,2,32.83,55.64,40.91,42,0,0
4420,1095,4,4,5,1,33.9,50.25,20.0,7,19,12
4421,845,2,2,2,5,24.38,50.13,34.67,13,3,33
4422,1210,3,2,5,2,31.49,58.29,37.49,44,0,0
4423,486,4,2,11,6,31.93,53.26,30.3,31,1,4
4424,1214,2,3,10,1,33.75,70.86,30.19,25,0,16
4425,120,2,4,11,3,36.49,72.03,52.71,9,13,23
4426,220,1,4,7,7,33.91,50.88,53.37,5,3,32
4427,53,2,4,9,2,40.0,76.4,57.23,10,19,18
4428,1260,3,1,11,7,32.12,76.73,34.45,4,3,33
4429,758,3,5,9,5,24.06,53.06,37.08,23,0,24
4430,738,4,4,10,3,25.5,53.43,42.85,5,10,31
4431,720,4,1,4,6,34.0,59.76,27.52,13,0,41
4432,406,4,4,6,7,22.5,58.83,39.36,10,4,12
4433,608,4,5,5,6,38.66,60.15,57.58,38,0,3
4434,1021,3,5,2,3,33.03,59.23,50.06,9,7,28
4435,422,1,3,3,5,27.05,53.34,70.0,10,1,10
4436,712,4,2,5,6,27.27,62.47,57.15,16,0,5
4437,247,1,2,2,7,29.07,56.52,53.78,5,14,11
4438,72,2,3,2,7,38.17,66.45,68.55,37,4,0
4439,185,2,2,2,2,28.13,55.71,50.38,18,3,20
4440,6,4,2,4,6,32.56,62.62,56.5,11,0,40
4441,1229,2,4,5,7,30.84,47.62,28.08,34,2,1
4442,906,1,4,3,4,30.98,64.17,26.26,6,11,32
4443,387,1,3,10,4,25.27,52.33,20.33,15,0,36
4444,699,2,2,11,6,29.51,47.21,49.01,1,14,12
4445,1099,4,3,7,2,38.59,68.57,31.88,41,0,4
4446,1200,1,5,8,3,33.01,56.62,38.75,38,0,4
4447,827,1,5,2,1,29.94,54.58,36.36,20,2,20
4448,349,3,5,1,4,28.42,68.97,38.11,35,1,1
4449,308,4,5,1,2,31.81,62.69,55.11,17,0,8
4450,1150,3,2,3,5,28.06,49.09,36.0,21,0,26
4451,287,2,3,9,1,32.09,67.57,37.6,25,0,18
4452,766,2,2,2,6,30.4,73.93,50.87,11,2,37
4453,725,3,2,6,4,31.37,61.56,36.38,12,0,33
4454,762,4,1,11,6,28.4,64.69,20.0,9,8,30
4455,383,1,4,7,2,35.46,68.5,33.83,7,3,32
4456,388,2,1,7,2,33.36,48.62,48.04,9,0,36
4457,525,4,2,9,4,30.09,51.69,31.75,35,2,0
4458,639,4,2,4,6,31.62,53.17,41.08,38,0,0
4459,938,2,2,11,4,35.85,65.73,46.71,41,0,0
4460,276,2,2,6,6,28.23,59.71,40.91,19,2,18
4461,500,4,1,3,3,22.91,52.89,43.54,36,0,0
4462,717,1,3,5,3,31.57,59.0,29.74,32,0,3
4463,337,3,3,11,4,33.33,68.93,44.04,41,0,0
4464,932,2,4,4,4,26.1,56.4,70.0,8,14,10
4465,481,3,1,4,5,23.85,54.74,31.15,10,4,8
4466,911,4,4,1,4,33.93,68.08,68.4,4,5,28
4467,1082,3,4,6,1,24.14,50.03,56.4,11,3,5
4468,109,1,3,1,5,30.9,61.42,48.45,13,0,6
4469,328,4,2,10,1,38.27,61.02,39.38,10,1,14
4470,315,1,1,8,6,30.53,72.94,69.94,14,0,37
4471,1134,4,1,1,1,36.91,57.36,46.79,9,4,30
4472,699,1,2,5,4,27.89,58.78,32.12,37,0,1
4473,781,4,1,3,4,25.91,61.37,35.85,37,0,0
4474,1252,1,3,3,5,26.89,45.93,34.24,37,0,0
4475,156,4,5,6,5,26.9,54.22,37.63,41,0,0
4476,887,1,2,2,7,33.83,56.33,40.46,9,11,17
4477,1026,4,1,8,1,32.23,65.73,36.41,13,0,11
4478,758,1,2,6,2,33.56,69.13,30.78,13,0,13
4479,722,2,5,5,2,22.37,59.31,53.4,25,1,21
4480,913,3,5,7,2,40.0,66.19,57.22,40,0,0
4481,871,4,3,8,7,26.38,58.32,37.72,38,0,0
4482,13,1,3,3,1,25.09,55.29,28.94,15,0,39
4483,608,2,4,11,2,34.6,52.97,41.6,12,3,41
4484,498,4,2,7,3,30.08,55.2,40.09,14,0,11
4485,238,4,1,5,3,29.16,50.81,20.0,7,16,12
4486,1117,4,1,10,1,23.32,50.4,46.44,27,3,27
4487,781,3,3,2,7,27.41,54.55,26.1,33,0,0
4488,1194,1,5,4,1,29.23,70.7,54.12,42,3,0
4489,606,1,2,9,2,35.92,63.54,54.99,17,0,40
4490,661,4,4,2,2,24.33,52.3,46.6,20,0,16
4491,849,4,3,2,5,33.99,62.02,24.13,42,0,3
4492,936,4,1,9,4,33.8,69.65,29.13,11,2,33
